#SKILL
Wearoff      The shimmering shell and its protection from magic fade away...~
Hitvict      A shimmering translucent shell forms about you.~
Hitroom      A shimmering translucent shell forms about $N.~
Affect       'l*23' 27 '1048576' 0
Minlevel     17
End

#SKILL
Name         aqua breath~
Type         Spell
Flags        2097152
Target       2
Minpos       8
Slot         236
Mana         50
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      Your lungs revert to their original state.~
Hitchar      $N's lungs take on the ability to breathe water...~
Hitvict      Your lungs take on the ability to breathe water...~
Hitroom      $N's lungs take on the ability to breathe water...~
Affect       'l*23' 26 'aqua breath' -2147483648
Minlevel     14
End

#SKILL
Name         armor~
Type         Spell
Flags        0
Target       2
Minpos       8
Slot         1
Mana         5
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      Your armor returns to its mundane value.~
Hitchar      $N's armor begins to glow softly as it is enhanced by a cantrip.~
Hitvict      Your armor begins to glow softly as it is enhanced by a cantrip.~
Hitroom      $N's armor begins to glow softly as it is enhanced by a cantrip.~
Affect       'l*10' 17 '-20' 0
Minlevel     1
End

#SKILL
Name         asphyxiate~
Type         Spell
Flags        526271
Target       1
Minpos       8
Saves        1
Slot         501
Mana         200
Rounds       4
Code         spell_smaug
Dammsg       Your victim's lungs swell shut and their throat contricts violently.~
Wearoff      You feel much, much better~
Hitchar      Your victim's chest heaves in as their throat constricts.~
Hitvict      Your throat tightens up and you feel short of breath.~
Misschar     You lung for their throat and miss.~
Missvict     $n lunges for your throat and misses.~
Diechar      Your victim's chest caves in as they fall lifeless.~
Dievict      Your chest caves in as you fall lifeless.~
Affect       '1000' 5 '-4' 0
Minlevel     51
End

#SKILL
Name         astral walk~
Type         Spell
Flags        0
Minpos       8
Slot         90
Mana         60
Rounds       12
Code         spell_astral_walk
Dammsg       ~
Wearoff      !Astral Walk!~
Minlevel     30
End

#SKILL
Name         black fist~
Type         Spell
Flags        911
Target       1
Minpos       7
Slot         310
Mana         15
Rounds       8
Code         spell_black_fist
Dammsg       Black Fist~
Wearoff      !WEAROFF!~
Minlevel     51
End

#SKILL
Name         black hand~
Type         Spell
Flags        911
Target       1
Minpos       7
Slot         301
Mana         8
Rounds       8
Code         spell_black_hand
Dammsg       Black Hand~
Wearoff      !WEAROFF!~
Teachers     10340~
Minlevel     51
End

#SKILL
Name         black lightning~
Type         Spell
Flags        908
Target       1
Minpos       7
Slot         303
Mana         15
Rounds       8
Code         spell_black_lightning
Dammsg       Black Lightning~
Wearoff      !WEAROFF!~
Minlevel     51
End

#SKILL
Name         blazebane~
Type         Spell
Flags        0
Target       1
Minpos       7
Slot         216
Mana         70
Rounds       15
Code         spell_smaug
Dammsg       ~
Wearoff      Your flesh grows less susceptible to fire.~
Hitchar      You place a fear of flames in $N's mind...~
Hitvict      Your flesh grows more susceptible to fire.~
Hitroom      $N begins to mutter about a fear of flames...~
Immchar      Mysteriously, $N was not affected by your spell.~
Affect       'l*23' 29 '1' 0
Minlevel     30
End

#SKILL
Name         blazeward~
Type         Spell
Flags        0
Target       3
Minpos       8
Slot         215
Mana         70
Rounds       15
Code         spell_smaug
Dammsg       ~
Wearoff      The ward of flames ceases to protect you.~
Hitvict      A yellow glow surrounds you, protecting you from intense heat.~
Hitroom      $N begins to radiate a yellow light which repels intense heat.~
Affect       'l*23' 27 '1' 0
Minlevel     27
End

#SKILL
Name         bless~
Type         Spell
Flags        0
Target       2
Minpos       8
Slot         3
Mana         5
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      The blessing fades away.~
Hitchar      You lay the blessing of your god upon $N.~
Hitvict      A powerful blessing is laid upon you.~
Hitroom      $N beams as a powerful blessing is laid upon $M.~
Affect       'l*23' 24 '-(l/8)' 0
Affect       'l*23' 18 'l/8' 0
Minlevel     5
End

#SKILL
Name         blindness~
Type         Spell
Flags        0
Target       1
Minpos       7
Slot         4
Mana         5
Rounds       12
Code         spell_blindness
Dammsg       ~
Wearoff      You can see again.~
Minlevel     5
End

#SKILL
Name         bone to steel~
Type         Spell
Flags        16777240
Target       3
Minpos       7
Slot         502
Mana         40
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      Your steel bones return to their natural state.~
Hitvict      Your bones harden to steel.~
Affect       '200' 17 '-40' 0
Minlevel     51
End

#SKILL
Name         burning hands~
Type         Spell
Flags        1
Target       1
Minpos       7
Slot         5
Mana         15
Rounds       12
Code         spell_burning_hands
Dammsg       burning hands~
Wearoff      !Burning Hands!~
Minlevel     5
End

#SKILL
Name         call lightning~
Type         Spell
Flags        3
Minpos       7
Slot         6
Mana         15
Rounds       12
Code         spell_call_lightning
Dammsg       lightning bolt~
Wearoff      !Call Lightning!~
Minlevel     12
End

#SKILL
Name         cause critical~
Type         Spell
Flags        4
Target       1
Minpos       7
Slot         63
Mana         20
Rounds       12
Code         spell_cause_critical
Dammsg       spell~
Wearoff      !Cause Critical!~
Minlevel     9
End

#SKILL
Name         cause light~
Type         Spell
Flags        4
Target       1
Minpos       7
Slot         62
Mana         15
Rounds       12
Code         spell_cause_light
Dammsg       spell~
Wearoff      !Cause Light!~
Minlevel     1
End

#SKILL
Name         cause serious~
Type         Spell
Flags        4
Target       1
Minpos       7
Slot         64
Mana         17
Rounds       12
Code         spell_cause_serious
Dammsg       spell~
Wearoff      !Cause Serious!~
Minlevel     5
End

#SKILL
Name         caustic fount~
Type         Spell
Flags        909
Target       1
Minpos       7
Slot         313
Mana         15
Rounds       8
Code         spell_caustic_fount
Dammsg       Caustic Fount~
Wearoff      !WEAROFF!~
Minlevel     51
End

#SKILL
Name         chameleon form~
Type         Spell
Flags        488
Target       3
Minpos       7
Slot         512
Mana         20
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      Your chameleon form fades.~
Hitvict      Your appearance fades into the backgroud.~
Affect       'l*15' 26 'sneak' 0
Minlevel     51
End

#SKILL
Name         change sex~
Type         Spell
Flags        0
Target       2
Minpos       7
Slot         82
Mana         15
Rounds       12
Code         spell_change_sex
Dammsg       ~
Wearoff      Your body feels familiar again.~
Hitchar      $N cries out as $S gender is changed.~
Hitvict      A chill runs through you as your gender changes.~
Hitroom      $N cries out as $S gender is changed.~
Affect       'l*230' 6 '1' 0
Minlevel     51
End

#SKILL
Name         charged beacon~
Type         Spell
Flags        0
Target       1
Minpos       7
Slot         105
Mana         65
Rounds       15
Code         spell_smaug
Dammsg       ~
Wearoff      You no longer attract electricity.~
Hitchar      $N is now susceptible to the powers of electricity.~
Hitvict      You are now attractive to the powers of electricity.~
Hitroom      $N is now susceptible to the powers of electricity.~
Immchar      Your spell has no effect upon $N.~
Affect       'l*17' 29 '4' 0
Minlevel     28
End

#SKILL
Name         charm person~
Type         Spell
Flags        0
Target       1
Minpos       8
Slot         7
Mana         5
Rounds       12
Code         spell_charm_person
Dammsg       ~
Wearoff      You feel more self-confident.~
Minlevel     14
End

#SKILL
Name         chill touch~
Type         Spell
Flags        2
Target       1
Minpos       7
Slot         8
Mana         15
Rounds       12
Code         spell_chill_touch
Dammsg       chilling touch~
Wearoff      You feel less cold.~
Minlevel     3
End

#SKILL
Name         clairvoyance~
Type         Spell
Flags        0
Target       2
Slot         506
Mana         15
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      Your superimposed vision fades.~
Hitchar      Your eyes tingle as your vision increases four fold!~
Hitroom      $N's eyes become a glowing blue.~
Affect       'l*30' 26 'scry' 0
Minlevel     51
End

#SKILL
Name         colour spray~
Type         Spell
Flags        4
Target       1
Minpos       7
Slot         10
Mana         15
Rounds       12
Code         spell_colour_spray
Dammsg       colour spray~
Wearoff      !Colour Spray!~
Minlevel     11
End

#SKILL
Name         combat mind~
Type         Spell
Flags        56
Target       3
Minpos       7
Slot         507
Mana         70
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      Your battle sense fades.~
Hitchar      You are suddenly aware of better battle tactics.~
Hitvict      You are suddenly aware of better battle tactics.~
Affect       '300' 18 '8' 0
Affect       '300' 19 '8' 0
Minlevel     51
End

#SKILL
Name         continual light~
Type         Spell
Flags        33554952
Minpos       8
Slot         57
Mana         7
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      !Continual Light!~
Hitchar      Shards of iridescent light collide to form a dazzling ball...~
Hitroom      Shards of iridescent light collide to form a dazzling ball...~
Dice         0~
Value        21
Minlevel     2
End

#SKILL
Name         control weather~
Type         Spell
Flags        0
Minpos       8
Slot         11
Mana         25
Rounds       12
Code         spell_control_weather
Dammsg       ~
Wearoff      !Control Weather!~
Minlevel     10
End

#SKILL
Name         create fire~
Type         Spell
Flags        33554953
Minpos       8
Slot         85
Mana         10
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      !Create Fire!~
Hitchar      A small cloud of vaporous flame bursts forth before you.~
Hitroom      A small cloud of vaporous flame bursts forth before $n.~
Dice         L~
Value        30
Minlevel     6
End

#SKILL
Name         create food~
Type         Spell
Flags        33554952
Minpos       8
Slot         12
Mana         5
Rounds       12
Code         spell_create_food
Dammsg       ~
Wearoff      !Create Food!~
Hitchar      A magic mushroom appears in your hands.~
Hitroom      A magic mushroom appears in $n's hands.~
Dice         0~
Value        20
Minlevel     3
End

#SKILL
Name         create spring~
Type         Spell
Flags        33554952
Minpos       8
Slot         80
Mana         20
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      !Create Spring!~
Hitchar      Tracing a ring before you, the graceful flow of a mystical spring emerges.~
Hitroom      As $n traces a ring through the air, the flow of a mystical spring emerges.~
Dice         L~
Value        22
Minlevel     6
End

#SKILL
Name         create symbol~
Type         Spell
Flags        33554952
Minpos       8
Slot         101
Mana         35
Rounds       20
Code         spell_smaug
Dammsg       ~
Hitchar      A shining symbol of faith appears in your hands!~
Hitroom      A shining symbol of faith appears in $n's hands!~
Dice         0~
Value        43
Minlevel     10
End

#SKILL
Name         create water~
Type         Spell
Flags        0
Target       4
Minpos       8
Slot         13
Mana         5
Rounds       12
Code         spell_create_water
Dammsg       ~
Wearoff      !Create Water!~
Minlevel     2
End

#SKILL
Name         cure blindness~
Type         Spell
Flags        0
Target       2
Minpos       7
Slot         14
Mana         5
Rounds       12
Code         spell_cure_blindness
Dammsg       ~
Wearoff      !Cure Blindness!~
Minlevel     4
End

#SKILL
Name         cure critical~
Type         Spell
Flags        0
Target       2
Minpos       7
Slot         15
Mana         20
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      !Cure Critical!~
Hitchar      You cure $N's critical wounds.~
Hitvict      Your critical wounds close and your pain ebbs away.~
Affect       '' 13 '3d8+(l-6)' 0
Minlevel     9
End

#SKILL
Name         cure light~
Type         Spell
Flags        0
Target       2
Minpos       7
Slot         16
Mana         10
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      Your ability to see in the dark fades away.~
Hitchar      You cure $N's light wounds.~
Hitvict      Your light wounds mend and your pain ebbs slightly.~
Affect       '' 13 '1d8+(l/3)' 0
Minlevel     1
End

#SKILL
Name         cure poison~
Type         Spell
Flags        0
Target       2
Minpos       8
Slot         43
Mana         5
Rounds       12
Code         spell_cure_poison
Dammsg       ~
Wearoff      !Cure Poison!~
Minlevel     8
End

#SKILL
Name         cure serious~
Type         Spell
Flags        0
Target       2
Minpos       7
Slot         61
Mana         15
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      !Cure Serious!~
Hitchar      You cure $N's serious wounds.~
Hitvict      Your serious wounds mend and your pain ebbs away.~
Affect       '' 13 '2d8+(l/2)' 0
Minlevel     5
End

#SKILL
Name         curse~
Type         Spell
Flags        0
Target       1
Minpos       8
Slot         17
Mana         20
Rounds       12
Code         spell_curse
Dammsg       curse~
Wearoff      The curse wears off.~
Minlevel     10
End

#SKILL
Name         demonskin~
Type         Spell
Flags        0
Target       3
Minpos       8
Slot         210
Mana         55
Rounds       25
Code         spell_smaug
Dammsg       ~
Wearoff      Your leathery skin grows thinner as your spell wanes.~
Hitvict      Your skin becomes thick and leathery, similar to that of a demon.~
Hitroom      $N's skin becomes thick and leathery, similar to that of a demon.~
Affect       'l*23' 27 '64' 0
Minlevel     20
End

#SKILL
Name         detect evil~
Type         Spell
Flags        0
Target       3
Minpos       8
Slot         18
Mana         5
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      The red outlines fade from your vision.~
Hitvict      Traces of red outline all evil in plain sight.~
Hitroom      A tint of red appears in $N's eyes, mirroring his own vision.~
Affect       'l*24' 26 'detect evil' 4
Minlevel     4
End

#SKILL
Name         detect hidden~
Type         Spell
Flags        0
Target       3
Minpos       8
Slot         44
Mana         5
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      You feel less aware of your surroundings.~
Hitvict      Your senses are heightened to those of an animal.~
Hitroom      $N's senses are heightened to those of an animal.~
Affect       'l*24' 26 'detect hidden' 32
Minlevel     7
End

#SKILL
Name         detect invis~
Type         Spell
Flags        0
Target       3
Minpos       8
Slot         19
Mana         5
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      You no longer see invisible objects.~
Hitvict      Your eyes fixate as they gain the ability to see the unseen.~
Hitroom      $N's eyes fixate as they gain the ability to see the unseen.~
Affect       'l*24' 26 'detect invis' 8
Minlevel     2
End

#SKILL
Name         detect magic~
Type         Spell
Flags        0
Target       3
Minpos       8
Slot         20
Mana         5
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      The blue outlines disappear from your vision.~
Hitvict      Traces of blue outline the magical objects in your field of vision.~
Hitroom      A tint of blue in $N's eyes mirrors $S own perception.~
Affect       'l*24' 26 'detect magic' 16
Minlevel     2
End

#SKILL
Name         detect poison~
Type         Spell
Flags        0
Target       4
Minpos       8
Slot         21
Mana         5
Rounds       12
Code         spell_detect_poison
Dammsg       ~
Wearoff      !Detect Poison!~
Minlevel     5
End

#SKILL
Name         detect traps~
Type         Spell
Flags        0
Target       3
Minpos       8
Slot         86
Mana         15
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      You feel less aware of the dangers about you.~
Hitvict      You suddenly grow aware of the dangers about you.~
Hitroom      $N peers about the room, intent on finding all manner of danger.~
Affect       'l*24' 26 'detect traps' 8388608
Minlevel     7
End

#SKILL
Name         dispel evil~
Type         Spell
Flags        0
Target       1
Minpos       7
Slot         22
Mana         15
Rounds       12
Code         spell_dispel_evil
Dammsg       dispel evil~
Wearoff      !Dispel Evil!~
Minlevel     10
End

#SKILL
Name         dispel magic~
Type         Spell
Flags        0
Target       1
Minpos       7
Slot         59
Mana         15
Rounds       12
Code         spell_dispel_magic
Dammsg       ~
Wearoff      !Dispel Magic!~
Minlevel     11
End

#SKILL
Name         disruption~
Type         Spell
Flags        908
Target       1
Minpos       7
Slot         305
Mana         15
Rounds       8
Code         spell_disruption
Dammsg       Disruption ~
Wearoff      !WEAROFF!~
Minlevel     51
End

#SKILL
Name         divinity~
Type         Spell
Flags        12582912
Target       2
Minpos       7
Slot         112
Mana         115
Rounds       12
Code         spell_smaug
Dammsg       ~
Hitchar      You allow a divine presence to flow through $N.~
Hitvict      You are filled with a divine presence.~
Components   V@43~
Affect       '' 13 '200' 0
Minlevel     42
End

#SKILL
Name         dragon wit~
Type         Spell
Flags        0
Target       2
Minpos       8
Slot         227
Mana         20
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      The wit of the dragon withdraws from your mind.~
Hitchar      $N's eyes glimmer with the wit of the dragon.~
Hitvict      Your mind awakens in reception to the dragon's wit.~
Hitroom      $N's eyes glimmer with the wit of the dragon.~
Affect       'l*24' 3 '1+(l/17)' 0
Minlevel     9
End

#SKILL
Name         dragonskin~
Type         Spell
Flags        0
Target       3
Minpos       8
Slot         212
Mana         45
Rounds       14
Code         spell_smaug
Dammsg       ~
Wearoff      Your flesh sheds its draconian aspects.~
Hitvict      Your flesh changes to emulate the scaly skin of a dragon.~
Hitroom      $N's flesh assumes a draconian form...~
Affect       'l*23' 27 '32' 0
Minlevel     16
End

#SKILL
Name         dream~
Type         Spell
Flags        0
Minpos       8
Slot         233
Mana         5
Rounds       12
Code         spell_dream
Dammsg       ~
Wearoff      !Dream!~
Minlevel     17
End

#SKILL
Name         earthquake~
Type         Spell
Flags        0
Minpos       7
Slot         23
Mana         15
Rounds       12
Code         spell_earthquake
Dammsg       earthquake~
Wearoff      !Earthquake!~
Minlevel     7
End

#SKILL
Name         eldritch sphere~
Type         Spell
Flags        0
Target       3
Minpos       8
Slot         207
Mana         70
Rounds       20
Code         spell_smaug
Dammsg       ~
Wearoff      The eldritch sphere about you winks from existence.~
Hitvict      A magical eldritch sphere forms about you...~
Hitroom      A shimmering eldritch sphere forms about $N...~
Affect       '(l*3)+25' 27 '8192' 0
Affect       '(l*3)+25' 27 '1048576' 0
Minlevel     33
End

#SKILL
Name         elven beauty~
Type         Spell
Flags        0
Target       2
Minpos       8
Slot         226
Mana         14
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      Your elven features wane and you feel less charismatic.~
Hitchar      $N's ears grow pointed and $S voice takes on a musical aspect.~
Hitvict      Your face is blessed with elven features as you grow more attractive.~
Hitroom      $N's ears grow pointed and $S voice takes on a musical aspect.~
Affect       'l*24' 25 '1+(l/17)' 0
Minlevel     3
End

#SKILL
Name         enchant weapon~
Type         Spell
Flags        0
Target       4
Minpos       8
Slot         24
Mana         100
Rounds       24
Code         spell_enchant_weapon
Dammsg       ~
Wearoff      !Enchant Weapon!~
Minlevel     12
End

#SKILL
Name         energy containment~
Type         Spell
Flags        1880
Target       3
Minpos       6
Slot         510
Mana         150
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      Your concentration of energy containment has been broken.~
Hitvict      You concentrate enough to absorb energy as well as give off a warm radieance.~
Affect       'l*15' 29 'blunt' 0
Affect       'l*20' 27 'electricity' 0
Affect       'l*20' 27 'heat' 0
Affect       'l*20' 27 'cold' 0
Affect       'l*20' 26 'faerie_fire' 0
Minlevel     51
End

#SKILL
Name         energy drain~
Type         Spell
Flags        4
Target       1
Minpos       7
Slot         25
Mana         35
Rounds       12
Code         spell_energy_drain
Dammsg       energy drain~
Wearoff      !Energy Drain!~
Minlevel     13
End

#SKILL
Name         ethereal fist~
Type         Spell
Flags        908
Target       1
Minpos       7
Slot         312
Mana         15
Rounds       8
Code         spell_ethereal_fist
Dammsg       Ethereal Fist~
Wearoff      !WEAROFF!~
Minlevel     51
End

#SKILL
Name         ethereal funnel~
Type         Spell
Flags        0
Target       1
Minpos       7
Slot         218
Mana         75
Rounds       22
Code         spell_smaug
Dammsg       ~
Wearoff      The ethereal funnel about you ceases to exist.~
Hitchar      You erect an ethereal funnel about $N...~
Hitvict      An aura surrounds you, channeling violent energies in your direction!~
Hitroom      An ethereal funnel forms about $N...~
Immchar      The ethereal funnel dissipates before it reaches $N.~
Affect       'l*23' 29 '8' 0
Minlevel     45
End

#SKILL
Name         ethereal shield~
Type         Spell
Flags        0
Target       3
Minpos       8
Slot         217
Mana         75
Rounds       22
Code         spell_smaug
Dammsg       ~
Wearoff      You are returned to the mundane energy continuum.~
Hitvict      You fade from the mundane energy continuum.~
Hitroom      An ethereal shield divides $N from the mundane energy continuum.~
Affect       'l*23' 27 '8' 0
Minlevel     40
End

#SKILL
Name         extradimensional portal~
Type         Spell
Flags        33555976
Minpos       7
Mana         40
Rounds       24
Code         spell_smaug
Dammsg       !EXTRADIMENSIONAL_PORTAL!~
Wearoff      !EXTRADIMENSIONAL_PORTAL!~
Value        63
Minlevel     51
End

#SKILL
Name         faerie fire~
Type         Spell
Flags        0
Target       1
Minpos       7
Slot         72
Mana         5
Rounds       12
Code         spell_faerie_fire
Dammsg       faerie fire~
Wearoff      The pink aura around you fades away.~
Minlevel     2
End

#SKILL
Name         faerie fog~
Type         Spell
Flags        0
Minpos       8
Slot         73
Mana         12
Rounds       12
Code         spell_faerie_fog
Dammsg       faerie fog~
Wearoff      !Faerie Fog!~
Minlevel     10
End

#SKILL
Name         farsight~
Type         Spell
Flags        0
Minpos       8
Slot         222
Mana         15
Rounds       12
Code         spell_farsight
Dammsg       ~
Wearoff      !Farsight!~
Minlevel     16
End

#SKILL
Name         fatigue~
Type         Spell
Flags        0
Target       1
Minpos       7
Slot         103
Mana         60
Rounds       15
Code         spell_smaug
Dammsg       ~
Wearoff      You no longer feel so sleepy.~
Hitchar      $N suddenly appears very tired and drowsy.~
Hitvict      You suddenly grow very tired and drowsy.~
Hitroom      $N suddenly appears very tired and drowsy.~
Immchar      Mysteriously, $N was not affected by your spell.~
Affect       'l*15' 29 '1024' 0
Minlevel     23
End

#SKILL
Name         feebleness~
Type         Spell
Flags        12582912
Target       1
Minpos       7
Slot         107
Mana         30
Rounds       10
Code         spell_smaug
Dammsg       ~
Wearoff      You no longer feel so feeble.~
Hitchar      You lay a curse of feebleness upon $N.~
Hitvict      You grow feeble from a powerful curse.~
Hitroom      $n lays a curse of feebleness upon $N.~
Immchar      $N is not affected by your spell.~
Affect       'l*19' 29 '512' 0
Minlevel     40
End

#SKILL
Name         fire breath~
Type         Spell
Flags        1
Target       1
Minpos       7
Slot         201
Rounds       4
Code         spell_fire_breath
Dammsg       blast of flame~
Wearoff      !Fire Breath!~
Minlevel     44
End

#SKILL
Name         fireball~
Type         Spell
Flags        1
Target       1
Minpos       7
Slot         26
Mana         15
Rounds       12
Code         spell_fireball
Dammsg       fireball~
Wearoff      !Fireball!~
Minlevel     13
End

#SKILL
Name         fireshield~
Type         Spell
Flags        0
Target       2
Minpos       8
Slot         88
Mana         85
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      The mystical flames are quelled by a sudden rush of air.~
Hitchar      Mystical flames rise to enshroud $N.~
Hitvict      Mystical flames rise to enshroud you.~
Hitroom      Mystical flames rise to enshroud $N.~
Affect       '(l*4)+8' 26 'fireshield' 33554432
Minlevel     28
End

#SKILL
Name         flamestrike~
Type         Spell
Flags        1
Target       1
Minpos       7
Slot         65
Mana         20
Rounds       12
Code         spell_flamestrike
Dammsg       flamestrike~
Wearoff      !Flamestrike!~
Minlevel     13
End

#SKILL
Name         float~
Type         Spell
Flags        0
Target       2
Minpos       8
Slot         292
Mana         8
Rounds       18
Code         spell_smaug
Dammsg       ~
Wearoff      Your feet float slowly to the surface.~
Hitchar      $N begins to float in mid-air...~
Hitvict      You begin to float in mid-air...~
Hitroom      $N begins to float in mid-air...~
Affect       'l*24' 26 'float' 2097152
Minlevel     5
End

#SKILL
Name         fly~
Type         Spell
Flags        0
Target       2
Minpos       8
Slot         56
Mana         10
Rounds       18
Code         spell_smaug
Dammsg       ~
Wearoff      You slowly float to the ground.~
Hitchar      $N rises into the currents of air...~
Hitvict      You rise into the currents of air...~
Hitroom      $N rises into the currents of air...~
Affect       'l*24' 26 'fly' 524288
Minlevel     7
End

#SKILL
Name         frost breath~
Type         Spell
Flags        2
Target       1
Minpos       7
Slot         202
Rounds       4
Code         spell_frost_breath
Dammsg       blast of frost~
Wearoff      !Frost Breath!~
Minlevel     41
End

#SKILL
Name         galvanic whip~
Type         Spell
Flags        907
Target       1
Minpos       7
Slot         304
Mana         15
Rounds       8
Code         spell_galvanic_whip
Dammsg       Galvanic Whip~
Wearoff      !WEAROFF!~
Minlevel     51
End

#SKILL
Name         gas breath~
Type         Spell
Flags        0
Minpos       7
Slot         203
Rounds       4
Code         spell_gas_breath
Dammsg       blast of gas~
Wearoff      !Gas Breath!~
Minlevel     45
End

#SKILL
Name         gate~
Type         Spell
Flags        0
Target       2
Minpos       7
Slot         83
Mana         50
Rounds       12
Code         spell_gate
Dammsg       ~
Wearoff      !Gate!~
Minlevel     51
End

#SKILL
Name         grounding~
Type         Spell
Flags        0
Target       3
Minpos       8
Slot         104
Mana         60
Rounds       15
Code         spell_smaug
Dammsg       ~
Wearoff      You are no longer able to ground electricity.~
Hitvict      You gain the ability to ground electricity.~
Hitroom      $N gains the ability to ground electricity.~
Affect       'l*17' 27 '4' 0
Minlevel     28
End

#SKILL
Name         hand of chaos~
Type         Spell
Flags        908
Target       1
Minpos       7
Slot         307
Mana         15
Rounds       8
Code         spell_hand_of_chaos
Dammsg       Hand of Chaos~
Wearoff      !WEAROFF!~
Minlevel     51
End

#SKILL
Name         harm~
Type         Spell
Flags        4
Target       1
Minpos       7
Slot         27
Mana         35
Rounds       12
Code         spell_harm
Dammsg       harm spell~
Wearoff      !Harm!~
Minlevel     13
End

#SKILL
Name         heal~
Type         Spell
Flags        0
Target       2
Minpos       7
Slot         28
Mana         50
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      !Heal!~
Hitchar      You lay a hand of healing upon $N.~
Hitvict      A warm feeling fills your body.~
Affect       '' 13 '100' 0
Minlevel     14
End

#SKILL
Name         helical flow~
Type         Spell
Flags        0
Minpos       8
Slot         298
Mana         180
Rounds       12
Code         spell_helical_flow
Dammsg       ~
Wearoff      !Helical Flow!~
Minlevel     42
End

#SKILL
Name         holy sanctity~
Type         Spell
Flags        29360128
Minpos       8
Slot         111
Mana         250
Rounds       15
Code         spell_smaug
Dammsg       ~
Wearoff      Your sanctity ends abruptly.~
Hitvict      You are sanctified by a powerful blessing.~
Hitroom      $N is sanctified by a powerful blessing.~
Components   V@43~
Affect       '(l*4)+30' 26 'sanctify' 128
Minlevel     45
End

#SKILL
Name         iceshield~
Type         Spell
Flags        0
Target       2
Minpos       8
Slot         221
Mana         85
Rounds       12
Code         spell_smaug
Dammsg       ~
