Wed Jan  6 10:00:00 1999:  0ptn  0pll  0sc 0br  10 global loot
Thu Jan  7 10:30:00 1999:  0ptn  0pll  0sc 0br  20 global loot
Thu Jan  7 11:00:00 1999:  0ptn  0pll  0sc 0br  20 global loot
Thu Jan  7 11:30:00 1999:  0ptn  0pll  0sc 0br  20 global loot
Thu Jan  7 12:00:00 1999:  0ptn  0pll  0sc 0br  20 global loot
Thu Jan  7 12:30:00 1999:  0ptn  0pll  0sc 0br  20 global loot
Thu Jan  7 13:00:00 1999:  0ptn  0pll  0sc 0br  20 global loot
Thu Jan  7 13:30:00 1999:  0ptn  0pll  0sc 0br  20 global loot
Thu Jan  7 14:30:00 1999:  0ptn  0pll  0sc 0br  20 global loot
Thu Jan  7 15:00:00 1999:  0ptn  0pll  0sc 0br  20 global loot
Thu Jan  7 15:30:00 1999:  0ptn  0pll  0sc 0br  35 global loot
Thu Jan  7 16:00:00 1999:  0ptn  0pll  0sc 0br  138 global loot
Thu Jan  7 16:30:00 1999:  0ptn  0pll  0sc 0br  290 global loot
Thu Jan  7 17:00:00 1999:  0ptn  0pll  0sc 0br  290 global loot
Thu Jan  7 17:30:00 1999:  0ptn  0pll  0sc 0br  290 global loot
Thu Jan  7 18:00:00 1999:  0ptn  0pll  0sc 0br  290 global loot
Thu Jan  7 18:30:00 1999:  0ptn  0pll  0sc 0br  290 global loot
Thu Jan  7 19:00:00 1999:  0ptn  0pll  0sc 0br  290 global loot
Thu Jan  7 19:30:00 1999:  0ptn  0pll  0sc 0br  290 global loot
Thu Jan  7 20:00:00 1999:  0ptn  0pll  0sc 0br  292 global loot
Thu Jan  7 20:30:00 1999:  0ptn  0pll  0sc 0br  292 global loot
Thu Jan  7 21:00:00 1999:  0ptn  0pll  0sc 0br  292 global loot
Thu Jan  7 21:30:00 1999:  0ptn  0pll  0sc 0br  292 global loot
Thu Jan  7 22:00:00 1999:  0ptn  0pll  0sc 0br  292 global loot
Thu Jan  7 22:30:00 1999:  0ptn  0pll  0sc 0br  292 global loot
Thu Jan  7 23:00:00 1999:  0ptn  0pll  0sc 0br  292 global loot
Thu Jan  7 23:30:00 1999:  0ptn  0pll  0sc 0br  292 global loot
Fri Jan  8 00:00:00 1999:  0ptn  0pll  0sc 0br  292 global loot
Fri Jan  8 00:30:00 1999:  0ptn  0pll  0sc 0br  292 global loot
Fri Jan  8 01:00:00 1999:  0ptn  0pll  0sc 0br  292 global loot
Fri Jan  8 01:30:00 1999:  0ptn  0pll  0sc 0br  292 global loot
Fri Jan  8 02:00:00 1999:  0ptn  0pll  0sc 0br  292 global loot
Fri Jan  8 02:30:00 1999:  0ptn  0pll  0sc 0br  292 global loot
Fri Jan  8 03:00:00 1999:  0ptn  0pll  0sc 0br  292 global loot
Fri Jan  8 03:30:00 1999:  0ptn  0pll  0sc 0br  292 global loot
Fri Jan  8 04:00:00 1999:  0ptn  0pll  0sc 0br  292 global loot
Fri Jan  8 04:30:00 1999:  0ptn  0pll  0sc 0br  292 global loot
Fri Jan  8 05:00:00 1999:  0ptn  0pll  0sc 0br  292 global loot
Fri Jan  8 05:30:00 1999:  0ptn  0pll  0sc 0br  292 global loot
Fri Jan  8 06:00:00 1999:  0ptn  0pll  0sc 0br  292 global loot
Fri Jan  8 06:30:00 1999:  0ptn  0pll  0sc 0br  292 global loot
Fri Jan  8 07:00:00 1999:  0ptn  0pll  0sc 0br  322 global loot
Fri Jan  8 07:30:00 1999:  0ptn  0pll  0sc 0br  366 global loot
Fri Jan  8 08:00:00 1999:  0ptn  0pll  0sc 0br  368 global loot
Fri Jan  8 08:30:00 1999:  0ptn  0pll  0sc 0br  368 global loot
Fri Jan  8 09:00:00 1999:  0ptn  0pll  0sc 0br  431 global loot
Fri Jan  8 09:30:00 1999:  0ptn  0pll  0sc 0br  559 global loot
Fri Jan  8 10:00:00 1999:  0ptn  0pll  0sc 0br  603 global loot
Fri Jan  8 10:30:00 1999:  0ptn  0pll  0sc 0br  620 global loot
Fri Jan  8 11:00:00 1999:  0ptn  0pll  0sc 0br  620 global loot
Fri Jan  8 11:30:00 1999:  15ptn  0pll  0sc 0br  664 global loot
Fri Jan  8 12:00:00 1999:  15ptn  0pll  0sc 0br  669 global loot
Fri Jan  8 12:30:00 1999:  15ptn  0pll  0sc 0br  689 global loot
Fri Jan  8 13:00:00 1999:  15ptn  0pll  0sc 0br  689 global loot
Fri Jan  8 13:30:00 1999:  15ptn  0pll  0sc 0br  689 global loot
Fri Jan  8 14:00:00 1999:  15ptn  0pll  0sc 0br  689 global loot
Fri Jan  8 14:30:00 1999:  15ptn  0pll  0sc 0br  689 global loot
Fri Jan  8 15:00:00 1999:  15ptn  0pll  0sc 0br  689 global loot
Fri Jan  8 15:30:00 1999:  15ptn  0pll  0sc 0br  689 global loot
Fri Jan  8 16:00:00 1999:  15ptn  0pll  0sc 0br  689 global loot
Fri Jan  8 16:30:00 1999:  15ptn  0pll  0sc 0br  689 global loot
Fri Jan  8 17:00:00 1999:  15ptn  0pll  0sc 0br  689 global loot
Fri Jan  8 17:30:00 1999:  15ptn  0pll  0sc 0br  689 global loot
Fri Jan  8 18:00:00 1999:  15ptn  0pll  0sc 0br  689 global loot
Fri Jan  8 18:30:00 1999:  15ptn  0pll  0sc 0br  689 global loot
Fri Jan  8 19:00:00 1999:  15ptn  0pll  0sc 0br  689 global loot
Fri Jan  8 19:30:00 1999:  15ptn  0pll  0sc 0br  689 global loot
Fri Jan  8 20:00:00 1999:  15ptn  0pll  0sc 0br  689 global loot
Fri Jan  8 21:00:00 1999:  15ptn  0pll  0sc 0br  701 global loot
Fri Jan  8 21:30:00 1999:  15ptn  0pll  0sc 0br  718 global loot
Fri Jan  8 22:00:00 1999:  15ptn  0pll  0sc 0br  718 global loot
Fri Jan  8 22:30:00 1999:  15ptn  0pll  0sc 0br  718 global loot
Fri Jan  8 23:00:00 1999:  15ptn  0pll  0sc 0br  718 global loot
Fri Jan  8 23:30:00 1999:  15ptn  0pll  0sc 0br  718 global loot
Sat Jan  9 00:00:00 1999:  15ptn  0pll  0sc 0br  718 global loot
Sat Jan  9 00:30:00 1999:  15ptn  0pll  0sc 0br  718 global loot
Sat Jan  9 01:00:00 1999:  15ptn  0pll  0sc 0br  718 global loot
Sat Jan  9 01:30:00 1999:  15ptn  0pll  0sc 0br  718 global loot
Sat Jan  9 02:00:00 1999:  15ptn  0pll  0sc 0br  718 global loot
Sat Jan  9 02:30:00 1999:  15ptn  0pll  0sc 0br  718 global loot
Sat Jan  9 03:00:00 1999:  15ptn  0pll  0sc 0br  718 global loot
Sat Jan  9 03:30:00 1999:  15ptn  0pll  0sc 0br  718 global loot
Sat Jan  9 04:00:00 1999:  15ptn  0pll  0sc 0br  718 global loot
Sat Jan  9 04:30:00 1999:  15ptn  0pll  0sc 0br  718 global loot
Sat Jan  9 05:00:00 1999:  15ptn  0pll  0sc 0br  718 global loot
Sat Jan  9 05:30:00 1999:  15ptn  0pll  0sc 0br  718 global loot
Sat Jan  9 06:00:00 1999:  15ptn  0pll  0sc 0br  718 global loot
Sat Jan  9 06:30:00 1999:  15ptn  0pll  0sc 0br  718 global loot
Sat Jan  9 07:00:00 1999:  15ptn  0pll  0sc 0br  718 global loot
Sat Jan  9 07:30:00 1999:  15ptn  0pll  0sc 0br  718 global loot
Sat Jan  9 08:00:00 1999:  15ptn  0pll  0sc 0br  718 global loot
Sat Jan  9 08:30:00 1999:  15ptn  0pll  0sc 0br  718 global loot
Sat Jan  9 09:00:00 1999:  15ptn  0pll  0sc 0br  759 global loot
Sat Jan  9 09:30:00 1999:  15ptn  0pll  0sc 0br  804 global loot
Sat Jan  9 10:00:00 1999:  15ptn  0pll  0sc 0br  815 global loot
Sat Jan  9 10:30:00 1999:  15ptn  0pll  0sc 0br  815 global loot
Sat Jan  9 11:30:00 1999:  15ptn  0pll  0sc 0br  877 global loot
Sat Jan  9 12:00:00 1999:  45ptn  0pll  0sc 0br  986 global loot
Sat Jan  9 12:30:00 1999:  45ptn  0pll  0sc 0br  1002 global loot
Sat Jan  9 13:00:00 1999:  45ptn  0pll  0sc 0br  1034 global loot
Sat Jan  9 13:30:00 1999:  45ptn  0pll  0sc 0br  1036 global loot
Sat Jan  9 14:00:00 1999:  45ptn  0pll  0sc 0br  1036 global loot
Sat Jan  9 14:30:00 1999:  45ptn  0pll  0sc 0br  1036 global loot
Sat Jan  9 15:00:00 1999:  45ptn  0pll  0sc 0br  1048 global loot
Sat Jan  9 15:30:00 1999:  45ptn  0pll  0sc 0br  1109 global loot
Sat Jan  9 16:00:00 1999:  45ptn  0pll  0sc 0br  1109 global loot
Sat Jan  9 16:30:00 1999:  45ptn  0pll  0sc 0br  1167 global loot
Sat Jan  9 17:00:00 1999:  45ptn  0pll  0sc 0br  1220 global loot
Sat Jan  9 17:30:00 1999:  45ptn  0pll  0sc 0br  1220 global loot
Sat Jan  9 18:00:00 1999:  45ptn  0pll  0sc 0br  1220 global loot
Sat Jan  9 19:00:00 1999:  45ptn  0pll  0sc 0br  1220 global loot
Sat Jan  9 19:30:00 1999:  45ptn  0pll  0sc 0br  1220 global loot
Sat Jan  9 20:00:00 1999:  45ptn  0pll  0sc 0br  1220 global loot
Sat Jan  9 20:30:00 1999:  45ptn  0pll  0sc 0br  1220 global loot
Sat Jan  9 21:00:00 1999:  45ptn  0pll  0sc 0br  1220 global loot
Sat Jan  9 21:30:00 1999:  45ptn  0pll  0sc 0br  1220 global loot
Sat Jan  9 22:00:00 1999:  45ptn  0pll  0sc 0br  1220 global loot
Sat Jan  9 22:30:00 1999:  45ptn  0pll  0sc 0br  1220 global loot
Sat Jan  9 23:00:00 1999:  45ptn  0pll  0sc 0br  1220 global loot
Sat Jan  9 23:30:00 1999:  45ptn  0pll  0sc 0br  1220 global loot
Sun Jan 10 00:00:00 1999:  45ptn  0pll  0sc 0br  1220 global loot
Sun Jan 10 00:30:00 1999:  45ptn  0pll  0sc 0br  1220 global loot
Sun Jan 10 01:00:00 1999:  45ptn  0pll  0sc 0br  1220 global loot
Sun Jan 10 01:30:00 1999:  45ptn  0pll  0sc 0br  1220 global loot
Sun Jan 10 02:00:00 1999:  45ptn  0pll  0sc 0br  1220 global loot
Sun Jan 10 02:30:00 1999:  45ptn  0pll  0sc 0br  1220 global loot
Sun Jan 10 03:00:00 1999:  45ptn  0pll  0sc 0br  1220 global loot
Sun Jan 10 03:30:00 1999:  45ptn  0pll  0sc 0br  1220 global loot
Sun Jan 10 04:00:00 1999:  45ptn  0pll  0sc 0br  1220 global loot
Sun Jan 10 04:30:00 1999:  45ptn  0pll  0sc 0br  1220 global loot
Sun Jan 10 05:00:00 1999:  45ptn  0pll  0sc 0br  1220 global loot
Sun Jan 10 05:30:00 1999:  45ptn  0pll  0sc 0br  1220 global loot
Sun Jan 10 06:00:00 1999:  45ptn  0pll  0sc 0br  1220 global loot
Sun Jan 10 06:30:00 1999:  45ptn  0pll  0sc 0br  1220 global loot
Sun Jan 10 07:00:00 1999:  45ptn  0pll  0sc 0br  1220 global loot
Sun Jan 10 07:30:00 1999:  45ptn  0pll  0sc 0br  1221 global loot
Sun Jan 10 08:30:00 1999:  45ptn  0pll  0sc 0br  1460 global loot
Sun Jan 10 09:00:00 1999:  45ptn  0pll  0sc 0br  1460 global loot
Sun Jan 10 09:30:00 1999:  45ptn  0pll  0sc 0br  1460 global loot
Sun Jan 10 10:00:00 1999:  45ptn  0pll  0sc 0br  1460 global loot
Sun Jan 10 10:30:00 1999:  45ptn  0pll  0sc 0br  1460 global loot
Sun Jan 10 11:00:00 1999:  45ptn  0pll  0sc 0br  1460 global loot
Sun Jan 10 11:30:00 1999:  45ptn  0pll  0sc 0br  1460 global loot
Sun Jan 10 12:00:00 1999:  45ptn  0pll  0sc 0br  1460 global loot
Sun Jan 10 12:30:00 1999:  45ptn  0pll  0sc 0br  1460 global loot
Sun Jan 10 13:00:00 1999:  45ptn  0pll  0sc 0br  1470 global loot
Sun Jan 10 13:30:00 1999:  0ptn  0pll  0sc 0br  5 global loot
Sun Jan 10 14:00:00 1999:  0ptn  0pll  0sc 0br  11 global loot
Sun Jan 10 14:30:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Sun Jan 10 15:00:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Sun Jan 10 15:30:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Sun Jan 10 16:00:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Sun Jan 10 16:30:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Sun Jan 10 17:30:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Sun Jan 10 18:00:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Sun Jan 10 18:30:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Sun Jan 10 19:00:00 1999:  0ptn  0pll  0sc 0br  48 global loot
Sun Jan 10 19:30:00 1999:  0ptn  0pll  0sc 0br  63 global loot
Sun Jan 10 20:00:00 1999:  0ptn  0pll  0sc 0br  81 global loot
Sun Jan 10 20:30:00 1999:  0ptn  0pll  0sc 0br  207 global loot
Sun Jan 10 21:00:00 1999:  0ptn  0pll  0sc 0br  219 global loot
Sun Jan 10 21:30:00 1999:  0ptn  0pll  0sc 0br  219 global loot
Sun Jan 10 22:00:00 1999:  0ptn  0pll  0sc 0br  219 global loot
Sun Jan 10 22:30:00 1999:  0ptn  0pll  0sc 0br  219 global loot
Sun Jan 10 23:30:00 1999:  0ptn  0pll  0sc 0br  219 global loot
Mon Jan 11 00:00:00 1999:  0ptn  0pll  0sc 0br  224 global loot
Mon Jan 11 00:30:00 1999:  0ptn  0pll  0sc 0br  254 global loot
Mon Jan 11 01:00:00 1999:  0ptn  0pll  0sc 0br  375 global loot
Mon Jan 11 01:30:00 1999:  0ptn  0pll  0sc 0br  567 global loot
Mon Jan 11 02:00:00 1999:  0ptn  0pll  0sc 0br  601 global loot
Mon Jan 11 02:30:00 1999:  0ptn  0pll  0sc 0br  620 global loot
Mon Jan 11 03:00:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Mon Jan 11 04:00:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Mon Jan 11 04:30:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Mon Jan 11 05:00:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Mon Jan 11 05:30:00 1999:  0ptn  0pll  0sc 0br  29 global loot
Mon Jan 11 06:00:00 1999:  0ptn  0pll  0sc 0br  46 global loot
Mon Jan 11 06:30:00 1999:  0ptn  0pll  0sc 0br  75 global loot
Mon Jan 11 07:00:00 1999:  0ptn  0pll  0sc 0br  75 global loot
Mon Jan 11 07:30:00 1999:  0ptn  0pll  0sc 0br  75 global loot
Mon Jan 11 08:00:00 1999:  0ptn  0pll  0sc 0br  76 global loot
Mon Jan 11 08:30:00 1999:  0ptn  0pll  0sc 0br  77 global loot
Mon Jan 11 09:00:00 1999:  0ptn  0pll  0sc 0br  77 global loot
Mon Jan 11 09:30:00 1999:  0ptn  0pll  0sc 0br  77 global loot
Mon Jan 11 10:00:00 1999:  0ptn  0pll  0sc 0br  77 global loot
Mon Jan 11 10:30:00 1999:  0ptn  0pll  0sc 0br  77 global loot
Mon Jan 11 11:00:00 1999:  0ptn  0pll  0sc 0br  77 global loot
Mon Jan 11 11:30:00 1999:  0ptn  0pll  0sc 0br  77 global loot
Mon Jan 11 12:00:00 1999:  0ptn  0pll  0sc 0br  77 global loot
Mon Jan 11 12:30:00 1999:  0ptn  0pll  0sc 0br  77 global loot
Mon Jan 11 13:00:00 1999:  0ptn  0pll  0sc 0br  77 global loot
Mon Jan 11 13:30:00 1999:  0ptn  0pll  0sc 0br  77 global loot
Mon Jan 11 14:00:00 1999:  0ptn  0pll  0sc 0br  77 global loot
Mon Jan 11 14:30:00 1999:  0ptn  0pll  0sc 0br  77 global loot
Mon Jan 11 15:00:00 1999:  0ptn  0pll  0sc 0br  77 global loot
Mon Jan 11 15:30:00 1999:  0ptn  0pll  0sc 0br  77 global loot
Mon Jan 11 16:00:00 1999:  0ptn  0pll  0sc 0br  77 global loot
Mon Jan 11 16:30:00 1999:  0ptn  0pll  0sc 0br  77 global loot
Mon Jan 11 17:00:00 1999:  0ptn  0pll  0sc 0br  77 global loot
Mon Jan 11 17:30:00 1999:  0ptn  0pll  0sc 0br  122 global loot
Mon Jan 11 18:00:00 1999:  0ptn  0pll  0sc 0br  127 global loot
Mon Jan 11 18:30:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Mon Jan 11 19:00:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Mon Jan 11 19:30:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Mon Jan 11 20:00:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Mon Jan 11 20:30:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Mon Jan 11 21:00:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Mon Jan 11 21:30:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Mon Jan 11 22:00:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Mon Jan 11 22:30:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Mon Jan 11 23:00:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Mon Jan 11 23:30:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Tue Jan 12 00:00:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Tue Jan 12 00:30:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Tue Jan 12 01:00:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Tue Jan 12 02:00:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Tue Jan 12 02:30:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Tue Jan 12 03:00:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Tue Jan 12 03:30:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Tue Jan 12 04:00:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Tue Jan 12 04:30:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Tue Jan 12 05:00:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Tue Jan 12 05:30:00 1999:  0ptn  0pll  0sc 0br  15 global loot
Tue Jan 12 06:00:00 1999:  0ptn  0pll  0sc 0br  23 global loot
Tue Jan 12 06:30:00 1999:  0ptn  0pll  0sc 0br  23 global loot
Tue Jan 12 07:00:00 1999:  0ptn  0pll  0sc 0br  23 global loot
Tue Jan 12 07:30:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Tue Jan 12 08:00:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Tue Jan 12 09:00:00 1999:  0ptn  0pll  0sc 0br  40 global loot
Tue Jan 12 09:30:00 1999:  0ptn  0pll  0sc 0br  70 global loot
Tue Jan 12 10:00:00 1999:  0ptn  0pll  0sc 0br  70 global loot
Tue Jan 12 10:30:00 1999:  0ptn  0pll  0sc 0br  107 global loot
Tue Jan 12 11:00:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Tue Jan 12 11:30:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Tue Jan 12 12:00:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Tue Jan 12 12:30:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Tue Jan 12 13:00:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Tue Jan 12 13:30:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Tue Jan 12 14:00:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Tue Jan 12 14:30:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Tue Jan 12 15:00:00 1999:  0ptn  0pll  0sc 0br  70 global loot
Tue Jan 12 15:30:00 1999:  0ptn  0pll  0sc 0br  5 global loot
Tue Jan 12 16:00:00 1999:  0ptn  0pll  0sc 0br  5 global loot
Tue Jan 12 16:30:00 1999:  0ptn  0pll  0sc 0br  5 global loot
Tue Jan 12 17:00:00 1999:  0ptn  0pll  0sc 0br  5 global loot
Tue Jan 12 17:30:00 1999:  0ptn  0pll  0sc 0br  5 global loot
Tue Jan 12 18:00:00 1999:  0ptn  0pll  0sc 0br  30 global loot
Tue Jan 12 18:30:00 1999:  0ptn  0pll  0sc 0br  30 global loot
Tue Jan 12 19:00:00 1999:  0ptn  0pll  0sc 0br  30 global loot
Tue Jan 12 19:30:00 1999:  0ptn  0pll  0sc 0br  30 global loot
Tue Jan 12 20:00:00 1999:  0ptn  0pll  0sc 0br  55 global loot
Tue Jan 12 20:30:00 1999:  0ptn  0pll  0sc 0br  55 global loot
Tue Jan 12 21:00:00 1999:  0ptn  0pll  0sc 0br  55 global loot
Tue Jan 12 21:30:00 1999:  0ptn  0pll  0sc 0br  55 global loot
Tue Jan 12 22:00:00 1999:  0ptn  0pll  0sc 0br  55 global loot
Tue Jan 12 22:30:00 1999:  0ptn  0pll  0sc 0br  55 global loot
Tue Jan 12 23:00:00 1999:  0ptn  0pll  0sc 0br  55 global loot
Tue Jan 12 23:30:00 1999:  0ptn  0pll  0sc 0br  55 global loot
Wed Jan 13 00:00:00 1999:  0ptn  0pll  0sc 0br  55 global loot
Wed Jan 13 00:30:00 1999:  0ptn  0pll  0sc 0br  55 global loot
Wed Jan 13 01:00:00 1999:  0ptn  0pll  0sc 0br  55 global loot
Wed Jan 13 01:30:00 1999:  0ptn  0pll  0sc 0br  55 global loot
Wed Jan 13 02:00:00 1999:  0ptn  0pll  0sc 0br  55 global loot
Wed Jan 13 02:30:00 1999:  0ptn  0pll  0sc 0br  55 global loot
Wed Jan 13 03:00:00 1999:  0ptn  0pll  0sc 0br  55 global loot
Wed Jan 13 04:00:00 1999:  0ptn  0pll  0sc 0br  55 global loot
Wed Jan 13 04:30:00 1999:  0ptn  0pll  0sc 0br  55 global loot
Wed Jan 13 05:00:00 1999:  0ptn  0pll  0sc 0br  55 global loot
Wed Jan 13 05:30:00 1999:  0ptn  0pll  0sc 0br  105 global loot
Wed Jan 13 06:00:00 1999:  0ptn  0pll  0sc 0br  66 global loot
Wed Jan 13 06:30:00 1999:  0ptn  0pll  0sc 0br  118 global loot
Wed Jan 13 07:00:00 1999:  0ptn  0pll  0sc 0br  118 global loot
Wed Jan 13 07:30:00 1999:  0ptn  0pll  0sc 0br  118 global loot
Wed Jan 13 08:00:00 1999:  0ptn  0pll  0sc 0br  118 global loot
Wed Jan 13 08:30:00 1999:  0ptn  0pll  0sc 0br  118 global loot
Wed Jan 13 09:00:00 1999:  0ptn  0pll  0sc 0br  118 global loot
Wed Jan 13 09:30:00 1999:  0ptn  0pll  0sc 0br  118 global loot
Wed Jan 13 10:00:00 1999:  0ptn  0pll  0sc 0br  118 global loot
Wed Jan 13 10:30:00 1999:  0ptn  0pll  0sc 0br  118 global loot
Wed Jan 13 11:00:00 1999:  0ptn  0pll  0sc 0br  118 global loot
Wed Jan 13 11:30:00 1999:  0ptn  0pll  0sc 0br  118 global loot
Wed Jan 13 12:00:00 1999:  0ptn  0pll  0sc 0br  118 global loot
Wed Jan 13 12:30:00 1999:  0ptn  0pll  0sc 0br  118 global loot
Wed Jan 13 13:00:00 1999:  0ptn  0pll  0sc 0br  118 global loot
Wed Jan 13 13:30:00 1999:  0ptn  0pll  0sc 0br  118 global loot
Wed Jan 13 14:00:00 1999:  0ptn  0pll  0sc 0br  118 global loot
Wed Jan 13 14:30:00 1999:  0ptn  0pll  0sc 0br  118 global loot
Wed Jan 13 15:00:00 1999:  0ptn  0pll  0sc 0br  127 global loot
Wed Jan 13 15:30:00 1999:  0ptn  0pll  0sc 0br  127 global loot
Wed Jan 13 16:00:00 1999:  0ptn  0pll  0sc 0br  127 global loot
Wed Jan 13 16:30:00 1999:  0ptn  0pll  0sc 0br  127 global loot
Wed Jan 13 17:00:00 1999:  0ptn  0pll  0sc 0br  127 global loot
Wed Jan 13 17:30:00 1999:  0ptn  0pll  0sc 0br  127 global loot
Wed Jan 13 18:00:00 1999:  0ptn  0pll  0sc 0br  45 global loot
Wed Jan 13 18:30:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Wed Jan 13 19:00:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Wed Jan 13 19:30:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Wed Jan 13 20:00:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Wed Jan 13 20:30:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Wed Jan 13 21:00:00 1999:  0ptn  0pll  0sc 0br  0 global loot
Wed Jan 13 21:30:00 1999:  0ptn  0pll  0sc 0br  1 global loot
Wed Jan 13 22:00:00 1999:  0ptn  0pll  0sc 0br  1 global loot
Wed Jan 13 22:30:00 1999:  0ptn  0pll  0sc 0br  1 global loot
Wed Jan 13 23:00:00 1999:  0ptn  0pll  0sc 0br  1 global loot
Wed Jan 13 23:30:00 1999:  0ptn  0pll  0sc 0br  25 global loot
Thu Jan 14 00:00:00 1999:  0ptn  0pll  0sc 0br  147 global loot
Thu Jan 14 00:30:00 1999:  0ptn  0pll  0sc 0br  408 global loot
Thu Jan 14 01:00:00 1999:  0ptn  0pll  0sc 0br  408 global loot
Thu Jan 14 01:30:00 1999:  0ptn  0pll  0sc 0br  408 global loot
